lemma_display,pos_dict,freq,ipm,doc_hits,doc_percent,R,D,rank
40,NUM,3267,97.10742917310483,1612,14.351851851851851,92,88.717779,1295
слой,NOUN,3266,97.07770544210602,1245,11.084401709401709,92,89.268805,1296
соответствующий,ADJ,3266,97.07770544210602,1590,14.155982905982906,91,87.668979,1297
принадлежать,VERB,3260,96.89936305611317,1603,14.271723646723647,93,93.614521,1298
мертвый,ADJ,3258,96.83991559411555,1020,9.081196581196581,92,92.174838,1299
прежде,ADV,3258,96.83991559411555,1321,11.761039886039885,93,93.662316,1300
пробовать,VERB,3255,96.75074440111914,1312,11.68091168091168,93,93.737367,1301
апрель,NOUN,3255,96.75074440111914,1236,11.004273504273504,92,90.147236,1302
Петров,PROPN_ABBREV,3248,96.54267828412749,331,2.946937321937322,87,31.046611,1303
поезд,NOUN,3245,96.45350709113106,813,7.238247863247863,92,92.053748,1304
умный,ADJ,3244,96.42378336013225,1048,9.33048433048433,93,90.990172,1305
сюжет,NOUN,3242,96.36433589813464,1100,9.793447293447294,92,91.124073,1306
колено,NOUN,3241,96.33461216713582,875,7.790242165242165,91,90.423135,1307
улыбаться,VERB,3241,96.33461216713582,845,7.523148148148148,90,89.948982,1308
человечество,NOUN,3240,96.30488843613702,1142,10.167378917378917,91,88.311298,1309
окружать*,PARTICIPLE,3238,96.2454409741394,1549,13.790954415954415,93,92.128634,1310
Китай,PROPN_ABBREV,3237,96.2157172431406,1074,9.561965811965813,92,87.627236,1311
нарушение,NOUN,3236,96.18599351214179,990,8.814102564102564,91,60.56759,1312
декабрь,NOUN,3230,96.00765112614894,1299,11.56517094017094,91,90.459441,1313
корабль,NOUN,3226,95.88875620215371,855,7.612179487179487,92,88.980919,1314
инструмент,NOUN,3225,95.8590324711549,1479,13.167735042735043,93,90.973593,1315
100,NUM,3225,95.8590324711549,1700,15.135327635327636,91,89.270145,1316
Е.,PROPN_ABBREV,3224,95.82930874015611,942,8.386752136752136,88,85.067466,1317
желать,VERB,3219,95.68069008516206,1313,11.689814814814815,93,93.401178,1318
ошибка,NOUN,3219,95.68069008516206,1270,11.306980056980057,93,92.981536,1319
цветы,NOUN,3212,95.4726239681704,1023,9.107905982905983,93,92.474192,1320
секунда,NOUN,3211,95.44290023717159,989,8.80519943019943,90,90.237571,1321
еда,NOUN,3210,95.41317650617279,974,8.671652421652421,92,93.371308,1322
встретить,VERB,3208,95.35372904417517,1263,11.24465811965812,93,94.086233,1323
находить,VERB,3202,95.17538665818233,1568,13.96011396011396,93,95.375651,1324
удовольствие,NOUN,3198,95.05649173418709,1235,10.99537037037037,93,93.852174,1325
определить,VERB,3190,94.81870188619664,1499,13.345797720797721,93,82.31453,1326
тридцать,NUM,3189,94.78897815519782,1070,9.526353276353277,92,92.520611,1327
князь,NOUN,3186,94.69980696220141,586,5.217236467236467,88,84.302535,1328
есть,VERB,3183,94.61063576920498,910,8.101851851851851,91,90.685692,1329
самолет,NOUN,3182,94.58091203820616,896,7.977207977207978,92,89.840455,1330
19,NUM,3182,94.58091203820616,1186,10.559116809116809,92,80.869525,1331
дальний,ADJ,3181,94.55118830720737,1194,10.63034188034188,93,90.275433,1332
кровать,NOUN,3180,94.52146457620856,663,5.902777777777778,91,86.979522,1333
мяч,NOUN,3179,94.49174084520975,280,2.492877492877493,78,26.763075,1334
определение,NOUN,3179,94.49174084520975,1360,12.108262108262108,91,86.484542,1335
учебный,ADJ,3173,94.3133984592169,914,8.137464387464387,92,84.085252,1336
фонд,NOUN,3166,94.10533234222524,1146,10.202991452991453,92,85.980099,1337
дождь,NOUN,3163,94.01616114922882,976,8.68945868945869,93,91.9943,1338
клуб,NOUN,3162,93.98643741823003,924,8.226495726495726,93,90.485774,1339
желтый,ADJ,3156,93.80809503223718,958,8.529202279202279,92,91.547567,1340
вниз,ADV,3149,93.60002891524552,960,8.547008547008547,93,91.65707,1341
достаточный,ADJ,3149,93.60002891524552,1688,15.028490028490028,93,94.550941,1342
сообщество,NOUN,3149,93.60002891524552,1176,10.47008547008547,90,84.683633,1343
больница,NOUN,3147,93.5405814532479,829,7.380698005698005,92,90.172885,1344
смеяться,VERB,3142,93.39196279825386,890,7.9237891737891735,92,90.451601,1345
добавить,VERB,3140,93.33251533625625,1382,12.304131054131053,93,94.655789,1346
класть,VERB,3140,93.33251533625625,1101,9.802350427350428,93,93.082068,1347
выпить,VERB,3138,93.27306787425863,760,6.766381766381766,88,89.744967,1348
мужской,ADJ,3137,93.24334414325982,1024,9.116809116809117,93,88.60218,1349
зритель,NOUN,3136,93.21362041226101,979,8.716168091168091,92,90.914347,1350
температура,NOUN,3126,92.91638310227295,1014,9.027777777777779,90,85.215985,1351
водка,NOUN,3125,92.88665937127412,703,6.258903133903134,87,88.795026,1352
Олег,PROPN_ABBREV,3124,92.85693564027532,661,5.88497150997151,87,71.776801,1353
генерал,NOUN,3119,92.70831698528129,704,6.267806267806268,91,87.086005,1354
деревянный,ADJ,3106,92.32190848229678,1037,9.232549857549857,93,91.945819,1355
кино,NOUN,3105,92.29218475129798,926,8.244301994301994,90,90.692378,1356
заявить,VERB,3103,92.23273728930036,1589,14.147079772079772,93,87.216183,1357
22,NUM,3100,92.14356609630394,1165,10.372150997150998,93,82.098264,1358
полагать,VERB,3097,92.05439490330753,1510,13.443732193732194,92,91.27175,1359
верный,ADJ,3096,92.0246711723087,1314,11.698717948717949,93,94.389547,1360
Анна,PROPN_ABBREV,3095,91.99494744130989,762,6.784188034188034,93,90.301577,1361
операция,NOUN,3089,91.81660505531705,1133,10.087250712250713,92,91.487256,1362
перевод,NOUN,3088,91.78688132431824,1192,10.612535612535613,93,91.041914,1363
работник,NOUN,3088,91.78688132431824,1084,9.650997150997151,93,84.232188,1364
победа,NOUN,3084,91.66798640032302,1276,11.36039886039886,93,93.374818,1365
трава,NOUN,3083,91.6382626693242,929,8.271011396011396,91,90.79127,1366
домашний,ADJ,3082,91.6085389383254,1296,11.538461538461538,93,94.321493,1367
зависеть,VERB,3081,91.5788152073266,1668,14.850427350427351,93,92.163105,1368
фраза,NOUN,3079,91.51936774532896,1211,10.781695156695157,92,93.101041,1369
поэзия,NOUN,3074,91.37074909033494,697,6.205484330484331,87,85.630529,1370
меняться,VERB,3071,91.28157789733851,1582,14.084757834757834,93,94.272487,1371
сентябрь,NOUN,3071,91.28157789733851,1316,11.716524216524217,92,92.119271,1372
платье,NOUN,3067,91.16268297334328,725,6.45477207977208,90,83.246846,1373
полезный,ADJ,3066,91.13295924234447,1431,12.740384615384615,93,91.03607,1374
тень,NOUN,3062,91.01406431834926,994,8.8497150997151,93,90.93056,1375
площадка,NOUN,3062,91.01406431834926,1035,9.21474358974359,93,80.449782,1376
с,NOUN,3061,90.98434058735043,717,6.3835470085470085,79,75.731611,1377
ресторан,NOUN,3057,90.86544566335522,682,6.071937321937322,89,85.344462,1378
август,NOUN,3054,90.77627447035879,1168,10.398860398860398,92,91.341216,1379
xix,ADJ,3053,90.74655073935998,1138,10.131766381766381,85,87.144584,1380
ужас,NOUN,3050,90.65737954636354,1004,8.938746438746438,92,91.893726,1381
обучение,NOUN,3049,90.62765581536475,862,7.6745014245014245,90,77.964946,1382
перейти,VERB,3044,90.4790371603707,1446,12.873931623931623,93,95.701109,1383
замечательный,ADJ,3041,90.38986596737428,1146,10.202991452991453,92,92.393555,1384
вечный,ADJ,3040,90.36014223637548,1254,11.164529914529915,93,93.719558,1385
товар,NOUN,3037,90.27097104337905,1084,9.650997150997151,93,89.275212,1386
эффект,NOUN,3035,90.21152358138144,1343,11.956908831908832,92,89.3976,1387
Кирилл,PROPN_ABBREV,3034,90.18179985038263,339,3.018162393162393,81,57.994163,1388
весна,NOUN,3031,90.0926286573862,1260,11.217948717948717,93,94.246488,1389
образец,NOUN,3031,90.0926286573862,1353,12.04594017094017,93,90.332718,1390
плакать,VERB,3027,89.97373373339097,816,7.264957264957265,90,87.338168,1391
мода,NOUN,3024,89.88456254039455,753,6.704059829059829,92,66.020695,1392
земной,ADJ,3022,89.82511507839693,1057,9.410612535612536,93,90.978288,1393
соответствие,NOUN,3022,89.82511507839693,1267,11.280270655270655,93,81.882173,1394
применение,NOUN,3020,89.76566761639931,1262,11.235754985754985,90,83.604297,1395
продажа,NOUN,3020,89.76566761639931,1259,11.209045584045585,93,81.959312,1396
горячий,ADJ,3016,89.6467726924041,1146,10.202991452991453,93,93.645468,1397
кость,NOUN,3015,89.61704896140527,818,7.282763532763533,93,74.119761,1398
хозяйство,NOUN,3012,89.52787776840886,1118,9.953703703703704,92,90.295504,1399
обратиться,VERB,3012,89.52787776840886,1450,12.90954415954416,93,93.67308,1400
сорок,NUM,3009,89.43870657541243,1057,9.410612535612536,93,92.531581,1401
буква,NOUN,3006,89.34953538241601,941,8.377849002849002,93,91.436641,1402
лидер,NOUN,3005,89.31981165141721,1326,11.805555555555555,91,87.770517,1403
китайский,ADJ,3004,89.29008792041839,900,8.012820512820513,92,88.101945,1404
отправиться,VERB,3003,89.26036418941959,1111,9.891381766381766,92,92.419053,1405
перспектива,NOUN,3000,89.17119299642317,1586,14.12037037037037,92,90.865514,1406
видно,ADV,2998,89.11174553442554,1045,9.30377492877493,93,92.417588,1407
компьютер,NOUN,2998,89.11174553442554,1057,9.410612535612536,92,88.136527,1408
подходить,VERB,2994,88.99285061043032,1294,11.52065527065527,93,94.571912,1409
костюм,NOUN,2993,88.96312687943151,799,7.113603988603988,92,78.897344,1410
во-первых,ADV,2991,88.90367941743389,1522,13.5505698005698,92,92.935875,1411
многочисленный,ADJ,2983,88.66588956944344,1605,14.289529914529915,93,92.759229,1412
почувствовать,VERB,2981,88.60644210744582,1060,9.437321937321938,93,91.922273,1413
характерный,ADJ,2980,88.576718376447,1394,12.410968660968662,92,90.241785,1414
верхний,ADJ,2977,88.48754718345059,1107,9.85576923076923,93,91.257003,1415
неожиданно,ADV,2975,88.42809972145297,1077,9.588675213675213,93,92.42431,1416
редкий,ADJ,2972,88.33892852845655,1411,12.562321937321938,92,94.803613,1417
бедный,ADJ,2971,88.30920479745774,1080,9.615384615384615,93,93.581128,1418
наличие,NOUN,2969,88.24975733546012,1440,12.820512820512821,92,89.694069,1419
двигаться,VERB,2966,88.1605861424637,1250,11.128917378917379,93,92.304946,1420
фон,NOUN,2965,88.1308624114649,1517,13.506054131054132,92,92.748577,1421
прием,NOUN,2963,88.07141494946727,1323,11.778846153846153,93,93.682816,1422
октябрь,NOUN,2961,88.01196748746966,1223,10.888532763532764,91,91.349932,1423
браться,VERB,2960,87.98224375647087,1262,11.235754985754985,93,93.908879,1424
веселый,ADJ,2959,87.95252002547205,997,8.876424501424502,93,92.284069,1425
рисунок,NOUN,2958,87.92279629447324,932,8.297720797720798,92,88.046763,1426
дно,NOUN,2957,87.89307256347443,1036,9.223646723646723,93,93.028435,1427
взаимодействие,NOUN,2954,87.80390137047802,1090,9.704415954415955,86,82.416988,1428
собрание,NOUN,2951,87.71473017748158,1040,9.25925925925926,93,91.410545,1429
собирать,VERB,2950,87.68500644648277,1308,11.645299145299145,93,94.571031,1430
измениться,VERB,2947,87.59583525348636,1455,12.95405982905983,93,94.879333,1431
кожа,NOUN,2942,87.44721659849232,959,8.538105413105413,92,92.468882,1432
непонятный,ADJ,2940,87.3877691364947,1176,10.47008547008547,93,92.842678,1433
поверить,VERB,2940,87.3877691364947,989,8.80519943019943,93,92.286006,1434
лагерь,NOUN,2940,87.3877691364947,712,6.339031339031339,93,90.200298,1435
нечто,PRON,2937,87.29859794349828,1213,10.799501424501425,93,92.603176,1436
установить*,PARTICIPLE,2936,87.26887421249947,1314,11.698717948717949,92,82.846243,1437
достижение,NOUN,2936,87.26887421249947,1519,13.523860398860398,92,90.066894,1438
ребята,NOUN,2935,87.23915048150067,868,7.727920227920228,90,88.934479,1439
обладать,VERB,2935,87.23915048150067,1523,13.559472934472934,93,92.329467,1440
открывать,VERB,2934,87.20942675050185,1367,12.170584045584045,93,95.131657,1441
спустя,SERVICE,2929,87.06080809550782,1405,12.508903133903134,93,93.550681,1442
передать,VERB,2926,86.97163690251139,1185,10.550213675213675,93,93.136546,1443
Франция,PROPN_ABBREV,2925,86.94191317151258,1173,10.443376068376068,90,89.706318,1444
солдат,NOUN,2921,86.82301824751735,826,7.353988603988604,93,90.810309,1445
вкус,NOUN,2920,86.79329451651854,1134,10.096153846153847,93,92.424982,1446
химический,ADJ,2918,86.73384705452094,844,7.514245014245014,87,80.110283,1447
честь,NOUN,2917,86.70412332352211,1171,10.4255698005698,93,92.536793,1448
отсюда,ADV,2916,86.67439959252332,1208,10.754985754985755,93,93.87028,1449
стремиться,VERB,2915,86.6446758615245,1470,13.087606837606838,93,94.416803,1450
книжка,NOUN,2912,86.55550466852809,869,7.736823361823362,91,91.251583,1451
обращаться,VERB,2904,86.31771482053762,1475,13.132122507122507,93,95.335666,1452
посмотреть,VERB,2902,86.25826735854001,803,7.149216524216524,88,89.639241,1453
нижний,ADJ,2898,86.13937243454478,1131,10.069444444444445,93,90.619228,1454
мощный,ADJ,2895,86.05020124154836,1540,13.71082621082621,93,92.732523,1455
проведение,NOUN,2893,85.99075377955073,1219,10.852920227920228,90,84.825651,1456
аппарат,NOUN,2892,85.96103004855193,1099,9.78454415954416,92,89.460733,1457
министр,NOUN,2892,85.96103004855193,988,8.796296296296296,90,89.015765,1458
премия,NOUN,2891,85.93130631755312,995,8.858618233618234,92,89.80069,1459
здоровый,ADJ,2890,85.90158258655431,1168,10.398860398860398,93,93.684373,1460
ездить,VERB,2888,85.84213512455669,1027,9.143518518518519,91,92.159879,1461
священник,NOUN,2883,85.69351646956267,607,5.404202279202279,91,72.708529,1462
строить*,PARTICIPLE,2882,85.66379273856384,1309,11.654202279202279,93,87.717758,1463
японский,ADJ,2881,85.63406900756505,763,6.793091168091168,91,83.977346,1464
крыша,NOUN,2880,85.60434527656624,907,8.075142450142451,91,91.884481,1465
исчезнуть,VERB,2879,85.57462154556744,1109,9.873575498575498,93,92.942058,1466
уникальный,ADJ,2876,85.48545035257101,1529,13.612891737891738,90,90.59148,1467
деталь,NOUN,2875,85.4557266215722,1329,11.832264957264957,93,93.330951,1468
выполнять,VERB,2872,85.36655542857578,1399,12.45548433048433,93,87.149582,1469
ткань,NOUN,2871,85.33683169757697,905,8.057336182336183,93,79.546873,1470
атмосфера,NOUN,2871,85.33683169757697,1046,9.312678062678062,91,88.037051,1471
помимо,SERVICE,2869,85.27738423557935,1574,14.013532763532764,93,92.997894,1472
классический,ADJ,2864,85.12876558058531,1259,11.209045584045585,92,91.864909,1473
восемь,NUM,2863,85.09904184958651,1266,11.271367521367521,93,94.577619,1474
ноябрь,NOUN,2863,85.09904184958651,1194,10.63034188034188,92,91.1383,1475
24,NUM,2861,85.03959438758889,1119,9.962606837606838,91,83.396483,1476
июнь,NOUN,2860,85.0098706565901,1214,10.808404558404558,92,90.45582,1477
зависимость,NOUN,2860,85.0098706565901,1531,13.630698005698006,91,90.939706,1478
РФ,PROPN_ABBREV,2859,84.98014692559127,1062,9.455128205128204,83,79.158935,1479
спектакль,NOUN,2858,84.95042319459246,545,4.852207977207978,92,79.74487,1480
адрес,NOUN,2856,84.89097573259485,1039,9.250356125356126,92,90.265758,1481
буквально,ADV,2843,84.50456722961036,1237,11.013176638176638,92,94.158308,1482
21,NUM,2840,84.41539603661393,1044,9.294871794871796,91,80.295159,1483
океан,NOUN,2839,84.38567230561512,839,7.469729344729345,92,85.297672,1484
усилие,NOUN,2837,84.32622484361751,1476,13.14102564102564,93,93.995587,1485
резко,ADV,2837,84.32622484361751,1311,11.672008547008547,93,94.501157,1486
сумма,NOUN,2837,84.32622484361751,1330,11.841168091168091,92,89.456512,1487
осень,NOUN,2835,84.26677738161989,1220,10.861823361823362,93,93.985556,1488
зайти,VERB,2831,84.14788245762466,926,8.244301994301994,93,90.999676,1489
Париж,PROPN_ABBREV,2830,84.11815872662585,774,6.891025641025641,91,84.341275,1490
случайно,ADV,2828,84.05871126462824,1381,12.295227920227921,93,94.87943,1491
вряд,ADV,2826,83.99926380263062,1394,12.410968660968662,92,93.439894,1492
четвертый,ADJ,2823,83.91009260963419,1263,11.24465811965812,93,94.704818,1493
придумать,VERB,2822,83.8803688786354,1106,9.846866096866098,93,93.359168,1494
Маша,PROPN_ABBREV,2820,83.82092141663777,245,2.1812678062678064,75,65.45083,1495
семейный,ADJ,2819,83.79119768563896,1067,9.499643874643874,92,93.553599,1496
передача,NOUN,2818,83.76147395464015,1147,10.211894586894587,92,89.677804,1497
школьный,ADJ,2817,83.73175022364136,967,8.609330484330485,92,85.030194,1498
июль,NOUN,2816,83.70202649264255,1096,9.757834757834758,92,90.827155,1499
иностранный,ADJ,2814,83.64257903064494,1239,11.030982905982906,91,90.192821,1500
лишний,ADJ,2811,83.5534078376485,1269,11.298076923076923,93,94.091885,1501
Юрий,PROPN_ABBREV,2804,83.34534172065685,948,8.44017094017094,90,82.764328,1502
родственник,NOUN,2800,83.22644679666162,1062,9.455128205128204,93,94.243035,1503
производить,VERB,2799,83.19672306566281,1336,11.894586894586894,93,91.080951,1504
парк,NOUN,2798,83.16699933466401,901,8.021723646723647,91,89.674556,1505
достать,VERB,2786,82.81031456267831,778,6.926638176638177,89,90.578107,1506
бить,VERB,2786,82.81031456267831,910,8.101851851851851,91,91.898382,1507
сайт,NOUN,2786,82.81031456267831,1148,10.220797720797721,90,87.333761,1508
стоимость,NOUN,2785,82.7805908316795,1275,11.351495726495726,91,82.634255,1509
обещать,VERB,2782,82.69141963868309,1105,9.837962962962964,93,93.546724,1510
ответственность,NOUN,2782,82.69141963868309,1150,10.23860398860399,92,84.339163,1511
улыбнуться,VERB,2780,82.63197217668547,605,5.386396011396012,85,87.270028,1512
спасибо,NOUN,2776,82.51307725269024,729,6.490384615384615,88,89.730271,1513
спокойно,ADV,2773,82.42390605969382,981,8.73397435897436,93,92.109378,1514
сожаление,NOUN,2773,82.42390605969382,1475,13.132122507122507,92,93.967442,1515
кивнуть,VERB,2772,82.394182328695,463,4.122150997150997,73,85.806032,1516
редко,ADV,2771,82.3644585976962,1278,11.378205128205128,93,95.027643,1517
вдоль,SERVICE,2766,82.21583994270216,982,8.742877492877493,93,92.531993,1518
цивилизация,NOUN,2765,82.18611621170335,874,7.781339031339031,92,83.035897,1519
версия,NOUN,2764,82.15639248070454,1234,10.986467236467236,92,92.687494,1520
польза,NOUN,2762,82.09694501870693,1419,12.633547008547009,93,92.567965,1521
толстый,ADJ,2760,82.03749755670931,925,8.23539886039886,92,91.249472,1522
простить,VERB,2760,82.03749755670931,825,7.34508547008547,92,91.161268,1523
выбрать,VERB,2760,82.03749755670931,1328,11.823361823361823,93,94.948755,1524
природный,ADJ,2760,82.03749755670931,1149,10.229700854700855,92,87.529246,1525
канал,NOUN,2758,81.97805009471169,1013,9.018874643874645,93,89.64809,1526
лестница,NOUN,2756,81.91860263271408,768,6.837606837606837,93,90.971966,1527
масло,NOUN,2755,81.88887890171527,790,7.033475783475783,93,83.54229,1528
отделение,NOUN,2754,81.85915517071646,975,8.680555555555555,92,90.82715,1529
слабый,ADJ,2754,81.85915517071646,1279,11.387108262108262,93,95.064183,1530
каменный,ADJ,2748,81.68081278472361,856,7.621082621082621,91,91.149158,1531
Василий,PROPN_ABBREV,2747,81.65108905372482,743,6.61502849002849,89,88.55233,1532
журналист,NOUN,2746,81.621365322726,1060,9.437321937321938,92,91.059027,1533
учреждение,NOUN,2743,81.53219412972958,1090,9.704415954415955,92,87.611718,1534
улыбка,NOUN,2742,81.50247039873076,804,7.1581196581196584,91,90.598523,1535
из-под,SERVICE,2740,81.44302293673316,963,8.573717948717949,93,91.571848,1536
везти,VERB,2738,81.38357547473554,1088,9.686609686609687,92,93.493684,1537
Институт,PROPN_ABBREV,2737,81.35385174373673,1105,9.837962962962964,85,83.287114,1538
свежий,ADJ,2735,81.29440428173912,1077,9.588675213675213,93,93.593448,1539
учить,VERB,2729,81.11606189574627,1070,9.526353276353277,93,93.385636,1540
соседний,ADJ,2728,81.08633816474747,1115,9.926994301994302,93,93.752106,1541
помещение,NOUN,2725,80.99716697175104,1032,9.188034188034187,93,93.007092,1542
собрать,VERB,2724,80.96744324075223,1298,11.556267806267806,93,94.027432,1543
шея,NOUN,2723,80.93771950975342,794,7.069088319088319,91,90.821865,1544
ранее,ADV,2723,80.93771950975342,1580,14.066951566951566,91,88.993644,1545
церковный,ADJ,2722,80.90799577875462,668,5.947293447293447,88,73.415011,1546
озеро,NOUN,2719,80.8188245857582,716,6.3746438746438745,92,90.805414,1547
узкий,ADJ,2717,80.75937712376059,1121,9.980413105413106,93,94.245582,1548
превратиться,VERB,2715,80.69992966176295,1296,11.538461538461538,93,94.514748,1549
персонаж,NOUN,2714,80.67020593076415,1034,9.205840455840455,92,90.949575,1550
оставлять,VERB,2710,80.55131100676893,1288,11.467236467236468,93,95.010967,1551
коллекция,NOUN,2708,80.4918635447713,742,6.606125356125356,92,84.920006,1552
Украина,PROPN_ABBREV,2707,80.4621398137725,841,7.487535612535613,91,82.328368,1553
насколько,ADV,2704,80.37296862077609,1437,12.793803418803419,93,94.188634,1554
происхождение,NOUN,2701,80.28379742777966,1089,9.695512820512821,93,88.81493,1555
февраль,NOUN,2701,80.28379742777966,1168,10.398860398860398,92,91.345612,1556
основать*,PARTICIPLE,2700,80.25407369678085,1317,11.725427350427351,91,86.519394,1557
абсолютно,ADV,2697,80.16490250378442,1193,10.621438746438747,92,94.061059,1558
Восток,PROPN_ABBREV,2697,80.16490250378442,889,7.9148860398860394,93,87.878556,1559
Б.,PROPN_ABBREV,2694,80.075731310788,790,7.033475783475783,90,87.18774,1560
готовить,VERB,2692,80.0162838487904,1222,10.87962962962963,93,94.971179,1561
пожалуй,ADV,2690,79.95683638679277,1243,11.066595441595442,91,93.278889,1562
немец,NOUN,2686,79.83794146279753,721,6.419159544159545,91,87.312824,1563
Церковь,PROPN_ABBREV,2683,79.74877026980111,356,3.1695156695156697,57,59.733341,1564
урок,NOUN,2682,79.71904653880232,890,7.9237891737891735,93,91.870874,1565
сомнение,NOUN,2681,79.6893228078035,1298,11.556267806267806,93,94.791893,1566
академик,NOUN,2678,79.60015161480707,826,7.353988603988604,91,82.247071,1567
вверх,ADV,2672,79.42180922881423,933,8.306623931623932,92,91.823009,1568
Петербург,PROPN_ABBREV,2672,79.42180922881423,741,6.597222222222222,91,88.045107,1569
Виктор,PROPN_ABBREV,2672,79.42180922881423,841,7.487535612535613,88,90.097225,1570
ключ,NOUN,2671,79.39208549781543,963,8.573717948717949,93,92.108335,1571
взрослый,ADJ,2663,79.15429564982497,963,8.573717948717949,93,90.501806,1572
поддерживать,VERB,2663,79.15429564982497,1467,13.060897435897436,93,93.943886,1573
камера,NOUN,2663,79.15429564982497,756,6.730769230769231,91,87.18638,1574
замечать,VERB,2660,79.06512445682854,1165,10.372150997150998,93,92.960926,1575
Союз,PROPN_ABBREV,2655,78.9165058018345,996,8.867521367521368,92,91.798857,1576
двое,NUM,2651,78.79761087783926,984,8.760683760683762,93,92.508348,1577
дворец,NOUN,2641,78.5003735678512,637,5.671296296296297,91,82.763297,1578
включать,VERB,2639,78.44092610585358,1454,12.945156695156696,92,91.385277,1579
Христос,PROPN_ABBREV,2638,78.41120237485477,596,5.306267806267806,91,72.930461,1580
концепция,NOUN,2632,78.23285998886192,991,8.823005698005698,87,85.193359,1581
получение,NOUN,2629,78.1436887958655,1215,10.817307692307692,92,86.172411,1582
мероприятие,NOUN,2627,78.08424133386788,1071,9.53525641025641,91,83.778348,1583
погибнуть,VERB,2626,78.05451760286907,1036,9.223646723646723,93,92.026321,1584
обсуждать,VERB,2622,77.93562267887384,1359,12.099358974358974,93,93.987637,1585
зеркало,NOUN,2621,77.90589894787503,809,7.202635327635328,92,92.150799,1586
региональный,ADJ,2618,77.81672775487861,1000,8.903133903133902,82,84.986663,1587
статус,NOUN,2614,77.69783283088339,1260,11.217948717948717,92,89.902512,1588
автобус,NOUN,2610,77.57893790688814,618,5.502136752136752,89,89.860462,1589
описание,NOUN,2609,77.54921417588935,1209,10.76388888888889,92,89.563309,1590
дойти,VERB,2606,77.46004298289293,1082,9.633190883190883,93,94.144314,1591
мимо,SERVICE,2604,77.40059552089531,898,7.995014245014245,91,91.604891,1592
младший,ADJ,2599,77.25197686590127,961,8.55591168091168,93,91.648944,1593
ныне,ADV,2599,77.25197686590127,1192,10.612535612535613,92,88.6217,1594
закрыть,VERB,2597,77.19252940390365,989,8.80519943019943,93,93.023598,1595
исключительно,ADV,2597,77.19252940390365,1329,11.832264957264957,92,94.334069,1596
кусок,NOUN,2596,77.16280567290485,897,7.986111111111111,93,92.608012,1597
Илья,PROPN_ABBREV,2593,77.07363447990842,416,3.7037037037037037,90,72.251052,1598
Израиль,PROPN_ABBREV,2593,77.07363447990842,402,3.5790598290598292,90,62.406003,1599
договор,NOUN,2590,76.984463286912,872,7.763532763532764,93,83.549388,1600
Марина,PROPN_ABBREV,2590,76.984463286912,462,4.113247863247863,87,81.78239,1601
изучать,VERB,2589,76.95473955591319,1339,11.921296296296296,93,92.355824,1602
23,NUM,2589,76.95473955591319,999,8.89423076923077,92,81.028491,1603
спасти,VERB,2586,76.86556836291676,1035,9.21474358974359,92,89.532938,1604
режиссер,NOUN,2584,76.80612090091915,657,5.8493589743589745,90,88.059821,1605
повышение,NOUN,2582,76.74667343892153,1239,11.030982905982906,91,85.242284,1606
достичь,VERB,2571,76.41971239793466,1511,13.452635327635328,93,92.147938,1607
закрыть*,PARTICIPLE,2568,76.33054120493823,1043,9.285968660968662,93,88.045604,1608
предполагать,VERB,2564,76.21164628094299,1445,12.86502849002849,92,91.448622,1609
запись,NOUN,2564,76.21164628094299,944,8.404558404558404,93,93.271734,1610
исключение,NOUN,2563,76.18192254994419,1279,11.387108262108262,93,89.726457,1611
Запад,PROPN_ABBREV,2562,76.15219881894538,958,8.529202279202279,92,88.727135,1612
активно,ADV,2561,76.12247508794658,1501,13.36360398860399,92,90.080994,1613
популярный,ADJ,2561,76.12247508794658,1373,12.224002849002849,91,91.781993,1614
РАН,PROPN_ABBREV,2558,76.03330389495015,775,6.8999287749287745,65,74.82458,1615
расстояние,NOUN,2557,76.00358016395134,1047,9.321581196581196,93,88.124416,1616
во-вторых,ADV,2554,75.91440897095492,1353,12.04594017094017,92,92.350522,1617
мост,NOUN,2554,75.91440897095492,739,6.579415954415954,92,89.855483,1618
долг,NOUN,2553,75.88468523995611,1046,9.312678062678062,93,89.038524,1619
бок,NOUN,2550,75.7955140469597,771,6.864316239316239,91,90.711258,1620
приезжать,VERB,2546,75.67661912296445,1012,9.00997150997151,93,92.173871,1621
вероятно,ADV,2544,75.61717166096685,1168,10.398860398860398,91,92.633747,1622
стратегия,NOUN,2544,75.61717166096685,956,8.51139601139601,84,83.932645,1623
разговаривать,VERB,2543,75.58744792996804,871,7.75462962962963,93,90.530068,1624
десятилетие,NOUN,2542,75.55772419896924,1385,12.330840455840455,91,91.27055,1625
кофе,NOUN,2541,75.52800046797041,552,4.914529914529915,88,89.597813,1626
собраться,VERB,2538,75.438829274974,935,8.3244301994302,93,91.689407,1627
село,NOUN,2538,75.438829274974,773,6.882122507122507,93,91.015903,1628
демонстрировать,VERB,2538,75.438829274974,1371,12.206196581196581,92,92.530088,1629
Саша,PROPN_ABBREV,2536,75.37938181297639,357,3.1784188034188032,84,84.314649,1630
сообщение,NOUN,2536,75.37938181297639,1160,10.327635327635328,92,89.866664,1631
по-прежнему,ADV,2534,75.31993435097877,1225,10.906339031339032,93,93.813672,1632
вокруг,ADV,2533,75.29021061997996,922,8.20868945868946,91,90.795775,1633
оттуда,ADV,2530,75.20103942698354,976,8.68945868945869,93,93.161445,1634
