path,author,sex,birthday,header,created,sphere,genre_fi,type,topic,chronotop,style,audience_age,audience_level,audience_size,source,publication,publisher,publ_year,medium,subcorpus,tagging,__num__,,year,year_source,is_problem_date,problem_reason
pre1950/xviii/mosk_zhurnal/mosk_z19,[Н. М. Карамзин],муж,1766,Соломонъ Геснеръ,1792,публицистика | нехудожественная,,биография,,Европа: XVIII век,нейтральный,н-возраст,н-уровень,средняя,Московской журналъ. Часть VI. Москва: Въ Университетской Типографіи у В. Окорокова. 1792 года,Московской журналъ. Часть VI,Москва: Въ Университетской Типографіи у В. Окорокова,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71162,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_01,Антон Барсов,,,Одобреніе,1791,официально-деловая,,заключение,администрация и управление,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71163,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_02,Николай Карамзин,,,Предувѣдомленіе,1791,публицистика,,"предисловие, послесловие",искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71164,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_03,К. (Н. М. Карамзин),,,Самоубійца,1791,публицистика,,анекдот,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71165,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_04,обобщенный,,,Театръ,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71166,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_05,обобщенный,,,О Книгахъ,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71167,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_06,обобщенный,,,О Иностранныхъ книгахъ,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71168,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_07,К. Ф. Мориц (перевод Н. М. Карамзина),,,Чудной сонъ,1791,публицистика,,статья,психология,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71169,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_08,Ст,,,Сила воображенія,1791,публицистика,,заметка,психология,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71170,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_09,обобщенный,,,Анекдоты,1791,публицистика,,анекдот,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71171,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_10,[Н. М. Карамзин],,,Парижскіе спектакли,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71172,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_11,обобщенный,,,Московской театръ,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71173,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_12,Гердер (перевод),,,Лилія и роза,1791,художественная,,эссе,философия,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71174,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_13,Гердер (перевод),,,Ночь и день,1791,художественная,,эссе,философия,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71175,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-1_14,обобщенный,,,Сельской праздникъ и свадьба,1791,художественная,,письмо литературное,,Россия: XVIII век,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71176,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-2_01,Стерн (перевод),,,Марія,1791,художественная,,роман (отрывок),,Европа: XVIII век,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71177,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-2_02,[Н. М. Карамзин],,,Смѣсь,1791,публицистика,,анекдот,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71178,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-2_03,К. (Н. М. Карамзин),,,Невинность,1791,художественная,,эссе,философия,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71179,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-2_04,[Н. М. Карамзин],,,Парижскіе спектакли,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71180,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-2_05,обобщенный,,,Московской театръ,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71181,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-2_06,Мармонтель (перевод),,,Вечера,1791,художественная,,повесть,,Европа: XVIII век,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71182,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-2_07,Иоан. Вал. Андрей (перевод),,,Антиподы,1791,художественная,,эссе,философия,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71183,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-2_08,неизвестный,,,Погребенная истина,1791,художественная,,эссе,философия,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71184,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-2_09,обобщенный,,,О рускихъ книгахъ,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71185,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_01,Н. М. Карамзин,,,"Фролъ Силинъ, благодѣтельной человѣкъ",1791,публицистика,,очерк,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71186,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_02,[Н. М. Карамзин],,,Смѣсь,1791,публицистика,,анекдот,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71187,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_03,Подшъ В. (В. С. Подшивалов),,,Нравственное удовольствіе,1791,публицистика,,эссе,частная жизнь,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71188,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_04,Подшъ В. (В. С. Подшивалов),,,Мысли въ день моего рожденія,1791,публицистика,,эссе,философия,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71189,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_05,обобщенный,,,Московской театръ,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71190,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_06,обобщенный,,,О иностранныхъ книгахъ,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71191,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_07,Оссиан (перевод),,,Сельмскія пѣсни,1791,художественная,,песнь,,ирреальный мир,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71192,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_08,[Н. М. Карамзин],,,Бель къ Шафтсбури,1791,публицистика,,письмо литературное,философия,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71193,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_09,[Н. М. Карамзин],,,Шафтсбури къ Белю,1791,публицистика,,письмо литературное,философия,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71194,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_10,обобщенный,,,Соловей и ворона,1791,художественная,,басня,,ирреальный мир,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71195,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_11,[Н. М. Карамзин],,,Райская птичка,1791,художественная,,сказка,,ирреальный мир,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71196,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_12,обобщенный,,,О Рускихъ книгахъ,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71197,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_13,Стерн (перевод),жен,,Бѣдной съ собакою,1791,художественная,,отрывок,,Европа: XVIII век,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71198,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_14,Епископ Нарушевич (перевод Р.),,,Праздникъ старца,1791,художественная,,эссе,философия,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71199,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_15,К. (Н. М. Карамзин),,,Посвященіе кущи,1791,художественная,,эссе,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71200,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/mosk_zhurnal/moskovsky_zhurnal_1791-3_16,[Н. М. Карамзин],,,Парижскіе спектакли,1791,публицистика,,рецензия,искусство и культура,,нейтральный,н-возраст,н-уровень,средняя,"Московской Журналъ, Часть 1. Москва, Въ Университетской Типографіи у В. Окорокова. 1791 г",Московской Журналъ,Университетская Типографія,###############################################################################################################################################################################################################################################################,журнал,ПК письменных текстов/oldortho,,71201,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/opisanie_azova/opis_azova,I. К. Таубертъ,муж,1717,Краткое описаніе всѣхъ случаевъ касающихся до Азова отъ созданія сего города до возвращенія онаго подъ Россійскую державу  [перевод книги Готлиба Байера с немецкого],1738,учебно-научная | нехудожественная,,монография,наука и технологии|история,,нейтральный,н-возраст,н-уровень,большая,Краткое описаніе всѣхъ случаевъ касающихся до Азова отъ созданія сего города до возвращенія онаго подъ Россійскую державу. Переведено съ Нѣмецкаго языка Чрезъ I. К. Тауберта Академіи Наукъ Адъюнкта. Въ Санктпетербургѣ при Імператорской Академіи Наукъ. 1738,Краткое описаніе всѣхъ случаевъ касающихся до Азова отъ созданія сего города до возвращенія онаго подъ Россійскую державу,Въ Санктпетербургѣ при Імператорской Академіи Наукъ,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов/oldortho,,71228,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/platon/platon_001,архиепископ Платон (Левшин),муж,1737,Слово в день введения во храм Пресвятыя Богородицы,1764,церковно-богословская | нехудожественная,,слово,религия,,высокий,н-возраст,н-уровень,средняя,"Поучительныя слова и другия сочинения от Московской Академии выпечатанныя. М., 1779 - ttp://www.stsl.ru/lib/platon1/index.php",Поучительныя слова и другия сочинения от Московской Академии выпечатанныя: в 8 т. Т.1,Сенатская типография Москва,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,71231,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/platon/platon_002,архиепископ Платон (Левшин),муж,1737,Слово в день рождения Его Императорскаго Высочества Благовернаго Государя Цесаревича и Великаго Князя Павла Петровича,1764,церковно-богословская | нехудожественная,,слово,религия,,высокий,н-возраст,н-уровень,средняя,"Поучительныя слова и другия сочинения от Московской Академии выпечатанныя. М., 1779 - ttp://www.stsl.ru/lib/platon1/index.php",Поучительныя слова и другия сочинения от Московской Академии выпечатанныя: в 8 т. Т.1,Сенатская типография Москва,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,71232,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/platon/platon_003,архиепископ Платон (Левшин),муж,1737,Слово о пользе учений. В день рождения Его Императорскаго Высочества,1765,церковно-богословская | нехудожественная,,слово,религия,,высокий,н-возраст,н-уровень,средняя,"Поучительныя слова и другия сочинения от Московской Академии выпечатанныя. М., 1779 - ttp://www.stsl.ru/lib/platon1/index.php",Поучительныя слова и другия сочинения от Московской Академии выпечатанныя: в 8 т. Т.1,Сенатская типография Москва,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,71233,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/platon/platon_004,архиепископ Платон (Левшин),муж,1737,Слово в день рождения Его Императорскаго Высочества Благовернаго Государя Цесаревича и Великаго Князя Павла Петровича,1763,церковно-богословская | нехудожественная,,слово,религия,,высокий,н-возраст,н-уровень,средняя,"Поучительныя слова и другия сочинения от Московской Академии выпечатанныя. М., 1779 - ttp://www.stsl.ru/lib/platon1/index.php",Поучительныя слова и другия сочинения от Московской Академии выпечатанныя: в 8 т. Т.1,Сенатская типография Москва,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,71234,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/platon/platon_005,архиепископ Платон (Левшин),муж,1737,Слово в день рождения Ея Императорскаго Величества Екатерины II Самодержицы Всероссийския,1765,церковно-богословская | нехудожественная,,слово,религия,,высокий,н-возраст,н-уровень,средняя,"Поучительныя слова и другия сочинения от Московской Академии выпечатанныя. М., 1779 - ttp://www.stsl.ru/lib/platon1/index.php",Поучительныя слова и другия сочинения от Московской Академии выпечатанныя: в 8 т. Т.1,Сенатская типография Москва,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,71235,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
pre1950/xviii/platon/platon_006,архиепископ Платон (Левшин),муж,1737,"Слово в день святых апостол Петра и Павла, и тезоименитства Его Императорскаго Высочества",1765,церковно-богословская | нехудожественная,,слово,религия,,высокий,н-возраст,н-уровень,средняя,"Поучительныя слова и другия сочинения от Московской Академии выпечатанныя. М., 1779 - ttp://www.stsl.ru/lib/platon1/index.php",Поучительныя слова и другия сочинения от Московской Академии выпечатанныя: в 8 т. Т.1,Сенатская типография Москва,###############################################################################################################################################################################################################################################################,книга,ПК письменных текстов,,71236,,,none,True,Failed to extract reliable 4-digit year from created/publ_year
